story,caption
"Oto bercerita tentang pelajaran di sekolah. ""Bu Guru juga mengajarkan sopan santun makan bersama,"" kata Oto.",family eating dinner at a table
"""Makanlah dulu! Tidak baik bercerita saat makan"" tegur Bapak. ""Selesai makan baru kamu ceritakan,"" kata Bapak. ""Iya Bapak, saya lupa,"" sahut Oto. ""Terima kasih, Bapak,"" ucap Oto.",family sitting at a table with food
Tince dan teman-teman tinggal di Kampung Somoba. Mereka bersekolah di Kampung Nusu. Setiap pagi mereka pergi ke sekolah bersama-sama.,a man and two children standing in front of a house
"Boni dan Tince menghampiri Berto di rumahnya. Berto tidak bisa pergi ke sekolah karena diare. Akhirnya, Boni dan Tince pergi ke sekolah berdua saja.",a boy and girl sitting on a tree stump
"Boni dan Tince berjalan melewati sungai. Karena perjalanan jauh, mereka beristirahat di bawah pohon yang rindang. Mereka beristirahat sambil makan bekal yang dibawa dari rumah.",a  man in uniform and a woman in uniform
"Di sekolah, Pak Guru mengajarkan cara hidup bersih. Pak Guru menjelaskan pentingnya buang air pada tempatnya. Boni dan Tince terkejut karena mereka buang air sembarangan.",man in a classroom with a projector
"""Kami buang air di sungai dan di hutan,"" kata Boni. ""Astaga, itu dapat menyebarkan kuman!"" kata Pak Guru. ""Kuman menyebar melalui lalat, air, dan udara,"" jelas Pak Guru. ""Lalat dapat mengotori makanan dan minuman. Itu bisa menyebabkan diare,"" tambah Pak Guru.",a boy in a school uniform is standing in front of a classroom
"""Jangan-jangan Berto diare karena kuman itu?"" seru Tince kepada Boni. ""Betul, mungkin kampung kita tidak sehat!"" jawab Boni.",a ish picture of a man and a woman sitting at a table
"""Ini jamban, tempat buang air yang sehat,"" jelas Pak Guru. ""Sampaikan kepada keluarga kalian pentingnya menggunakan jamban,"" tambah Pak Guru. ""Iya, Pak Guru!"" jawab anak-anak.",a man standing in front of a house with a coffee cup
"Tince dan Boni menyampaikan pesan Pak Guru kepada ayah Tince. Ayah Tince adalah kepala Kampung Somoba. ""Ayah, ada banyak kuman di kampung kita,"" kata Tince. ""Kampung kita perlu jamban,"" kata Tince. ""Warga kampung tidak boleh buang air sembarangan,"" tambah Tince.",teacher teaching children in a classroom
"Keesokan harinya, ayah Tince mengumpulkan warga Kampung Somoba. Ayah Tince menjelaskan pentingnya jamban. Ayah Tince mengajak warga kampung membangun jamban. Warga kampung setuju dan sangat senang.",a close up of a document with a picture of a woman in a white dress
"Warga kampung mulai membuat jamban kampung. Akhirnya, jamban pun selesai. Boni dan Tince ingin sekali menceritakannya kepada Pak Guru.",a group of children playing with a fire pit
"Keesokan harinya, Tince, Boni, dan Berto bertemu Pak Guru. ""Pak Guru, sekarang kampung kami sudah mempunyai jamban,"" kata Tince. ""Bagus anak-anak, itu kabar baik!"" kata Pak Guru.",a ish picture of a teacher and students in a classroom
"Sepulang sekolah, tiba-tiba perut Berto sakit. ""Aduh, perut saya sakit!"" kata Berto sambil berlari menuju pohon. ""Hei, gunakan jamban!"" teriak Tince.",a ish picture of a boy and his friend who are going to school
"""Ingat, kampung kita sudah mempunyai jamban baru!"" kata Boni. ""Buang air sembarangan akan menyebabkan penyakit,"" tambah Tince. Berto berlari menuju jamban dengan tergesa-gesa. Boni dan Tince tertawa melihat Berto.",a group of children are standing in front of a sign that says gem lang
Boti adalah lalat yang nakal kerena dia suka menyebarkan kuman. Rumah Boti di tempat sampah yang kotor. Boti sangat senang hinggap di berbagai makanan.,a fly - like insect insect in a box
"Pada suatu hari, Boti berkeliling kampung. Dia melihat-lihat rumah Lena dan ternyata ada roti yang tidak tertutup. Boti langsung hinggap, ikut menikmati roti, dan menyebarkan kuman. Keesokan harinya, Lena sakit perut.",a fly insect insect on a plate with eggs and bread
"Boti terbang lagi mencari makanan. Boti melihat-lihat rumah Romi. Boti lapar dan melahap ikan, telur, dan nasi.",child's fly - like insect on a chair
"Keesokan harinya, Romi tidak bisa bermain bola. Romi sakit perut dan muntah-muntah.",birthday cake with a birthday cake on it
"Pada malam hari, di rumah Mince ada pesta ulang tahun. Banyak makanan di rumah Mince. Boti mengajak teman- temannya ke rumah Mince. Kue ulang tahun Mince tidak tertutup. Boti dan teman-temannya makan kue itu dengan lahap.",woman in a bed with a clock on the wall
"Keesokan harinya, badan Mince lesu. Badannya lemas karena selalu buang air besar dan muntah-muntah. Mince semakin lemas dan tidak bisa bangun dari tempat tidurnya. Mama Mince mulai panik karena Mince lemas.",doctor examining a patient's heartbeat in a hospital
"Mama Mince akhirnya membawa Mince ke Puskesmas. Dokter memeriksa dan memberikan obat kepada Mince. Ini akibat makan makanan yang kotor, kata Ibu Dokter.",boy and girl brushing their teeth with a spoon
"Mama Mince menyuruh Mince minum obat. Mince minum obat supaya cepat sembuh dan dapat bersekolah kembali. Mama, apakah saya sakit karena kuman? tanya Mince. Ya, lalat biasanya membawa kuman ke mana-mana, kata Mince.",a woman in a green shirt is holding a tray with food
"Tutuplah makanan agar tidak dihinggapi lalat, jelas Mama Mince. Ya, Mama, jawab Mince.",a group of children sitting on a bench
"Mince sudah sehat. Mince pergi ke sekolah. Seusai pelajaran olahraga, Mince dan teman-temannya beristirahat. Air minum di mana, ya? tanya Merike kepada Mince. Di atas meja saya, jawab Mince. Rupanya Boti sudah beraksi di gelas Mince.",a close up of a document with a picture of a woman in a white dress
"Mince melihat ada lalat di dalam gelasnya. Hus, hus, hus kata Mince sambil mengibas-ibaskan handuk kecilnya. Mince mengusir lalat yang berada di gelasnya.Boti dan teman-temannya segera kabur keluar dari gelas. Teman-teman, ayo cepat kabur, jangan sampai terjebak! seru Boti.",someone is washing their hands with soap and soap on a table
"Minuman ini jangan diminum! kata Mince. Gelas ini juga jangan dipakai sebelum dicuci! sambung Mince. Mengapa harus dicuci? tanya Merike. Lalat kotor sudah menghinggapi gelas itu, jawab Mince. Kalau begitu saya akan mencuci gelasnya dulu, kata Merike.",a girl holding a banana peeler
"Sejak Mince sakit, Mince tahu makanan dan minuman yang sehat. Lalat membawa kuman. Kuman sumber penyakit bila masuk ke tubuh. Boti si lalat nakal menangis karena tidak bisa makan lagi.",soccer players are playing soccer in a field with cones and cones
"Boti adalah lalat yang nakal. Dia suka sekali menyebarkan kuman. Untunglah, Mince berhasil mengalahkan Boti! Boti tidak bisa nakal lagi. Buku Seri Gemilang ini merupakan hasil kerjasama",man in a baseball uniform holding a clipboard
Aldo senang sekali bisa masuk sekolah sepak bola Mitra Naga. Dia akan rajin berlatih agar bisa menjadi pemain penyerang. Aldo bahkan sudah menyiapkan gerakan selebrasi jika nanti berhasil mencetak gol.,boy playing soccer in the grass with a soccer ball
Aldo berlatih menggiring bola.,boy playing soccer in different poses
"Mereka berlatih menggiring bola, berlatih tendangan bebas, berlatih ini, berlatih itu . Semua dilakukan Aldo dengan bersemangat.",a picture of a group of children are standing in front of a sign that says gem lang
Sekarang mereka berlatih merebut bola. Ini Aldo jagonya!,of a soccer field with a ball and a dog on it
Tibalah saatnya penentuan posisi untuk pertandingan persahabatan. Dan Aldo,man in a cap and a book
menjadi pemain belakang!,a boy with a sad face and a sad expression
Uh!Di pertandingan nanti Aldo akan buktikan kepada pelatih. Bahwa Aldo bisa menjadi penyerang. Aldo akan mencetak gol!,referee referee and a referee in a soccer game
Pertandingan dimulai.,a boy with a soccer ball in his hand
Aldo harus bisa merebut bola itu!,character of a man and a woman who are talking to each other
"Dapat!""Aldo, oper ke aku!"" seru Nafi, temannya. ""Aku kosong, Aldo!"" teriak Dudi.""Oper, Aldo!"" teriak Pelatih.Namun Aldo terus membawa bola ke depan.",boy playing soccer in the grass with a soccer ball
Tahu-tahu,picture of a soccer player kicking a soccer ball on a field
Pemain lawan menerobos ke belakang. Tidak ada yang menjaga!Daaan,of a soccer player is kicking a soccer ball in a game
"Goooool!Gawang tim Aldo kebobolan.""Kamu sih, Aldo,"" teriak Dudi sebal.""Aldo jaga posmu!"" Pelatih juga kesal.",group of children playing soccer on a field
Babak kedua dimulai. Kali ini Aldo berhasil menggagalkan beberapa serangan lawan.,boy playing soccer on a field with a soccer ball
"Aldo berhasil merebut bola. Saatnya melakukan serangan balasan. Namun, para pemain depan timnya tidak ada yang bebas. Semuanya dikawal ketat oleh pemain lawan.Ragu-ragu Aldo mengoper ke Dudi.",boy playing soccer with a soccer ball
"""Susah, Do,"" seru Dudi. Dia mengembalikan bola ke Aldo. Aldo terus menggiring bola sambil menghindari pemain lawan. Matanya waspada mengamati penjagaan lawan yang cukup longgar.",picture of a soccer player is kicking a soccer ball
Itu! Segera Aldo mengoper ke Nafi. Nafi meneruskan bola ke Rahman. Rahman dihadang lawan.  Rahman dengan sigap menendang bola. Dan bola pun mendarat di  kaki Aldo!,picture of a soccer player is kicking a soccer ball
"Bagaimana ini?  ""Terus, Aldo! Tembak!"" teriak Pelatih.",picture of a man with a soccer ball and a soccer ball
Goooool! Aldo segera melakukan selebrasi.,style a soccer player kicking a soccer ball
"Pertandingan berakhir seri. Kini Aldo sudah mengerti, sepakbola adalah permainan tim. Semua posisi penting. Mereka harus bekerja sama. Dan, pemain belakang juga bisa saja sekali-sekali mencetak gol dan punya selebrasi. Kenapa tidak?",boy soccer players standing on a field with a soccer ball
"Sena bertamasya ke pantai bersama Bapak, Mama, Nenek, dan Natan. Mereka naik mobil menuju pantai. Sena dan Natan baru pertama kali pergi ke pantai. Sena dan Natan bernyanyi gembira di sepanjang perjalanan. Mereka tidak sabar ingin segera tiba di pantai.",van with people on the road
"Setelah menempuh dua jam perjalanan, tibalah mereka di pantai. Bapak, Mama, dan Nenek mencari tempat untuk meletakkan barang bawaan. Sena dan Natan langsung berlari ke tepi laut mendekati air. ""Wah, airnya sangat luas! Inikah laut?"" seru Sena takjub. ""Pasti banyak ikannya!"" sahut Natan.",boy and girl playing in the sand
"""Bapak, Mama, kami bermain pasir!"" seru Sena. ""Kami membuat rumah-rumahan dari pasir,"" sambung Natan. ""Hati-hati, jangan turun ke air dulu!"" Bapak mengingatkan. ""Hah, binatang apa ini?"" teriak Natan. Mendengar teriakan Natan, Bapak mendekati Sena dan Natan.",drawing of three children sitting on a beach with a crab crab
"""Ini namanya kepiting,"" kata Bapak. ""Wow, dia mengangkat capitnya,"" kata Natan takjub. ""Masih banyak binatang yang hidup di pantai,"" tambah Bapak. ""Binatang apa saja, Pak?"" tanya Natan ingin tahu. ""Nanti kita cari bersama,"" jawab Bapak.",boy and girl standing in front of a van
"""Anak-anak, mari kita turun ke air!"" ajak Bapak. ""Hati-hati, banyak duri babi kalau air laut sedang surut,"" pesan Bapak. ""Bapak, apa itu surut?"" tanya Natan. ""Surut itu airnya turun. Beberapa jam kemudian air laut akan pasang,"" jelas Bapak. ""Pasang itu saat air naik,"" lanjut Bapak.",a man and two children standing in the water
"""Bapak, lihat! Apa itu yang berwarna putih?"" teriak Sena. ""Itu ombak yang bergulung dan pecah di pantai,"" jelas Bapak. ""Ayo, Natan! Kita akan menuju ke tengah,"" ajak Bapak. Natan takut, tapi senang. Natan memeluk erat punggung Bapak. Saat ombak datang bergulung-gulung, Bapak melompat. Natan senang sekali.",man and a woman in the water
"Mama dan Nenek sudah menyiapkan makan siang. Ada ketupat santan, ikan saos, keladi rebus, dan tumis kangkung. Mama memanggil Bapak, Sena, dan Natan untuk makan bersama.",a family gathering at the beach with a picnic table
"Setelah makan dan beristirahat sejenak, Natan mengajak Bapak mencari binatang. Bapak dan Natan mulai mencari binatang-binatang laut. Sena asyik mengumpulkan kulit kerang.",a close up of a document with a picture of a woman in a white dress
"""Natan, lihat! Ini teripang dan ini duri babi,"" kata Bapak. Natan mendekat dengan penasaran. Tiba-tiba Sena berteriak keras. ""Bapak, Bapak, tolong, jariku digigit kepiting!"" jerit Sena. ""Ah, tidak apa-apa! Itu hanya kepiting kecil,"" hibur Bapak.",boy playing with a surfboard on a beach
"""Sena, Natan, lihat ini!"" panggil Bapak. ""Ini namanya terumbu karang tempat hidup binatang-binatang laut,"" jelas Bapak. ""Terumbu karang harus dijaga kelestariannya,"" jelas Bapak.",boy playing with a kite in the sand
"Hari menjelang sore dan air mulai pasang. Bapak, Sena, dan Natan berdiri menatap laut. ""Inilah kebesaran Tuhan dan kita harus selalu bersyukur,"" jelas Bapak.",a picture taken from a picture of a group of children with a book and a book
Mama dan Nenek sudah merapikan barang-barang bawaan mereka. Sena senang mendapatkan kulit-kulit kerang. Natan memamerkan bunga karang yang cantik.,a father and children standing on the beach
"""Bertamasya ke pantai sungguh menyenangkan!"" kata Sena. Sena dan keluarganya beranjak pulang. Tidak lama kemudian, Sena dan Natan tertidur karena kelelahan.",a family of three children holding hands and walking on the beach
"Natan dan keluarga bertamasya ke pantai. Mereka bermain pasir, berenang, makan, dan berkegiatan menyenangkan lainnya. Tapi, mengapa ada yang kesakitan? Buku Seri Gemilang ini merupakan hasil kerjasama",a man and woman are standing in front of a van
Hari pertama sekolah tiba.,a group of children in school uniforms standing in front of a school
Ibu Guru mengajak kerja bakti.,boy standing in front of a blackboard
Aldo membersihkan papan tulis.,a boy in red baseball uniform playing baseball in front of a house
Tomi membersihkan meja guru.,a ish picture of a schoolgirl in a classroom
Nina membersihkan lantai kelas.,boy cleaning a desk with a desk
Yosina membersihkan kursi.,a  character with a broom and a broom
Boni dan Agus membersihkan selokan.,a teacher's a teacher's classroom
Siska dan Mince mencabut rumput di halaman.,a boy and girl playing with a stick in the grass
Tince menyapu di halaman.,a ish girl with a bag of luggage
Dorce membuang sampah di tempat sampah.,a close up of a document with a picture of a woman in a white dress
Mereka bekerja bakti.,a group of children in school uniforms are gathered around a table
Sekolah mereka menjadi bersih.,a picture of a group of children are standing in front of a sign that says gem lang
Mereka sangat senang di sekolah.,boy with a red flag and a girl in a red dress
Amel murid kelas dua di SD Ambena. Hari ini suara Amel serak.,a woman pointing at a sign that says push push push push push push push push push
Ibu menjemput Amel di sekolah. Ibu mengajak Amel ke Pustu.,a man and woman in a hospital room with a nurse
"Pak Mantri memeriksa tenggorokan Amel. Amel hanya batuk pilek, kata Pak Mantri.","a boy with a surprised expression on his face, pointing at a finger to his finger"
Pak Mantri memberikan obat untuk Amel. Minumlah obat ini tiga kali sehari! kata Pak Mantri.,group of people standing around a man in a doctor's office
"Keesokan harinya, Tomas menangis dengan suara serak. Tomas menangis sambil terbatuk-batuk.",a man in a doctor's office with a toothbrush and toothbrush
"Mama membawa Tomas ke Pustu. Tenanglah, Tomas, kita hampir sampai di Pustu! kata Mama.",a man pointing at a sign that says post - it - up
"Pak Mantri memeriksa Tomas. Tomas juga batuk, sama seperti Amel, kata Pak Mantri.",man and a woman talking to each other
